6906;Olivia Newton-John;OLIVIANEWTONJOHN;Physical;03/10/1981
6907;Olivia Newton-John;OLIVIANEWTONJOHN;Make A Move On Me;13/02/1982
6908;Olivia Newton-John;OLIVIANEWTONJOHN;Heart Attack;04/09/1982
6909;Olivia Newton-John;OLIVIANEWTONJOHN;Tied Up;15/01/1983
6910;Olivia Newton-John;OLIVIANEWTONJOHN;Twist Of Fate;05/11/1983
6911;Olivia Newton-John;OLIVIANEWTONJOHN;Livin  In Desperate Times;11/02/1984
6912;Olivia Newton-John;OLIVIANEWTONJOHN;Soul Kiss;05/10/1985
6913;Ashlee Simpson;ASHLEESIMPSON;Invisible;05/08/2006
6914;Vince Gill;VINCEGILL;Feels Like Love;02/09/2000
6915;Eddie Kendricks;EDDIEKENDRICKS;Get The Cream Off The Top;12/07/1975
6916;Bruce Channel;BRUCECHANNEL;Hey! Baby;27/01/1962
6917;New Edition;NEWEDITION;Cool It Now;22/09/1984
6918;New Edition;NEWEDITION;A Little Bit Of Love (Is All It Takes);22/02/1986
6919;New Edition;NEWEDITION;If It Isn't Love;02/07/1988
6920;Eddie Kendricks;EDDIEKENDRICKS;Son Of Sagittarius;11/05/1974
6921;Bachman-Turner Overdrive;BACHMANTURNEROVERDRIVE;Gimme Your Money Please;18/09/1976
6922;Bachman-Turner Overdrive;BACHMANTURNEROVERDRIVE;Heartaches;24/02/1979
6923;Hugh Masekela;HUGHMASEKELA;Riot;11/01/1969
6924;Connie Francis;CONNIEFRANCIS;Mama;20/02/1960
6925;LA Guns;LAGUNS;The Ballad Of Jayne;07/04/1990
6926;The Mills Brothers;MILLSBROTHERS;Cab Driver;27/01/1968
6927;David & David;DAVIDDAVID;Welcome To The Boomtown;04/10/1986
6928;David ;DAVID;Ain t So Easy;24/01/1987
6929;Pablo Cruise;PABLOCRUISE;Love Will Find A Way;03/06/1978
6930;Pablo Cruise;PABLOCRUISE;Whatcha Gonna Do?;16/04/1977
6931;Pablo Cruise;PABLOCRUISE;A Place In The Sun;17/09/1977
6932;Pablo Cruise;PABLOCRUISE;Don't Want To Live Without It;16/09/1978
6933;Pablo Cruise;PABLOCRUISE;I Want You Tonight;13/10/1979
6934;Pablo Cruise;PABLOCRUISE;Cool Love;04/07/1981
6935;Beck;BECK;Where It's At;29/06/1996
6936;Blues Magoos;BLUESMAGOOS;Pipe Dream;18/03/1967
6937;Blues Magoos;BLUESMAGOOS;There's A Chance We Can Make It;08/04/1967
6938;Dru Hill;DRUHILL;We're Not Making Love No More;13/12/1997
6939;Bo Diddley;BODIDDLEY;Road Runner;27/02/1960
6940;The Temptations;TEMPTATIONS;Lady Soul;11/10/1986
6941;Atlanta Rhythm Section;ATLANTARHYTHMSECTION;Imaginary Lover;04/03/1978
6942;M;M;Pop Muzik;11/08/1979
6943;Bram Tchaikovsky;BRAMTCHAIKOVSKY;Girl Of My Dreams;07/07/1979
6944;Neil Diamond;NEILDIAMOND;Play Me;12/08/1972
6945;Little Milton;LITTLEMILTON;Grits Ain't Groceries (All Around The World);01/02/1969
6946;Carpenters;CARPENTERS;There's A Kind Of Hush (All Over The World);06/03/1976
6947;Carpenters;CARPENTERS;Ticket To Ride;14/02/1970
6948;Jennifer Holliday;JENNIFERHOLLIDAY;I Am Love;22/10/1983
6949;Jennifer Holliday;JENNIFERHOLLIDAY;Hard Times For Lovers;21/09/1985
6950;Jennifer Holliday;JENNIFERHOLLIDAY;No Frills Love;08/02/1986
6951;L.T.D.;LTD;Love Ballad;02/10/1976
6952;Scotty Emerick With Toby Keith;SCOTTYEMERICKWITHTOBYKEITH;I Can't Take You Anywhere;22/11/2003
6953;The Grass Roots;GRASSROOTS;Midnight Confessions;31/08/1968
6954;The Grass Roots;GRASSROOTS;Where Were You When I Needed You;18/06/1966
6955;Dinah Washington;DINAHWASHINGTON;This Bitter Earth;18/06/1960
6956;Billy Stewart;BILLYSTEWART;How Nice It Is;18/09/1965
6957;Billy Stewart;BILLYSTEWART;Because I Love You;22/01/1966
6958;Billy Stewart;BILLYSTEWART;Secret Love;15/10/1966
6959;L.T.D.;LTD;Holding On (When Love Is Gone);19/08/1978
6960;Jeffrey Osborne;JEFFREYOSBORNE;Don't You Get So Mad;16/07/1983
6961;Jeffrey Osborne;JEFFREYOSBORNE;Stay With Me Tonight;15/10/1983
6962;Jeffrey Osborne;JEFFREYOSBORNE;We re Going All The Way;25/02/1984
6963;Jeffrey Osborne;JEFFREYOSBORNE;Don't Stop;13/10/1984
6964;Jeffrey Osborne;JEFFREYOSBORNE;The Borderlines;19/01/1985
6965;Uriah Heep;URIAHHEEP;Easy Livin;29/07/1972
6966;Uriah Heep;URIAHHEEP;Blind Eye;20/01/1973
6967;Tom T. Hall;TOMTHALL;Sneaky Snake;15/03/1975
6968;Dishwalla;DISHWALLA;Counting Blue Cars;06/04/1996
6969;Little Milton;LITTLEMILTON;Just A Little Bit;10/05/1969
6970;Mint Condition;MINTCONDITION;U Send Me Swingin ;22/01/1994
6971;Eric Clapton;ERICCLAPTON;Layla;27/03/1971
6972;Eric Clapton;ERICCLAPTON;Blues Power;08/11/1980
6973;Sammy Hagar;SAMMYHAGAR;Two Sides Of Love;14/07/1984
6974;Nastyboy Klick Featuring Roger Troutman;NASTYBOYKLICK;Down For Yours;09/08/1997
6975;Quarterflash;QUARTERFLASH;Talk To Me;19/10/1985
6976;Pure Prairie League;PUREPRAIRIELEAGUE;Still Right Here In My Heart;18/04/1981
6977;Pure Prairie League;PUREPRAIRIELEAGUE;You're Mine Tonight;25/07/1981
6978;James Brown;JAMESBROWN;Have Mercy Baby;26/12/1964
6979;James Brown;JAMESBROWN;The Things That I Used To Do;04/07/1964
6980;James Brown;JAMESBROWN;Kansas City;04/03/1967
6981;Tony Toni Tone;TONYTONITONE;Feels Good;01/09/1990
6982;Ill Al Skratch Featuring Brian McKnight;ILLALSKRATCH;I ll Take Her;24/09/1994
6983;Angel;ANGEL;Ain't Gonna Eat Out My Heart Anymore;01/04/1978
6984;Jody Watley;JODYWATLEY;Real Love;18/03/1989
6985;Jody Watley With Eric B And Rakin;JODYWATLEYWITHERICBANDRAKIN;Friends;17/06/1989
6986;Jody Watley;JODYWATLEY;Everything;14/10/1989
6987;Jody Watley;JODYWATLEY;Precious Love;24/03/1990
6988;Mama Cass;MAMACASS;Make Your Own Kind Of Music;18/10/1969
6989;Neil Diamond;NEILDIAMOND;Sweet Caroline (Good Times Never Seemed So Good);28/06/1969
6990;Jim Stafford;JIMSTAFFORD;Swamp Witch;12/05/1973
6991;Jim Stafford;JIMSTAFFORD;Your Bulldog Drinks Champagne;21/12/1974
6992;Earl Grant;EARLGRANT;Swingin' Gently;26/05/1962
6993;The Marvelettes;MARVELETTES;Don't Mess With Bill;01/01/1966
6994;Lulu;LULU;Oh Me Oh My (I'm A Fool For You Baby);27/12/1969
6995;Lulu;LULU;I Could Never Miss You (More Than I Do);01/08/1981
6996;Whitesnake;WHITESNAKE;Now You re Gone;02/06/1990
6997;Hank Williams, Jr.;HANKWILLIAMSJR;Long Gone Lonesome Blues;01/02/1964
6998;Smokey Robinson;SMOKEYROBINSON;It's Her Turn To Live;25/05/1974
6999;Toby Keith;TOBYKEITH;Love Me If You Can;11/08/2007
7000;Gary Allan;GARYALLAN;Watching Airplanes;10/11/2007
7001;Freddy Fender;FREDDYFENDER;You'll Lose A Good Thing;14/02/1976
7002;James Brown;JAMESBROWN;Tit For Tat (Ain't No Taking Back);21/12/1968
7003;Georgio;GEORGIO;Sexappeal;28/02/1987
7004;Nazareth;NAZARETH;Holiday;29/03/1980
7005;Brook Benton;BROOKBENTON;Hotel Happiness;24/11/1962
7006;Pointer Sisters;POINTERSISTERS;Fairytale;05/10/1974
7007;Patti LaBelle Featuring Ron Isley;PATTILABELLE;Gotta Go Solo;11/12/2004
7008;The Marvelettes;MARVELETTES;Danger Heartbreak Dead Ahead;14/08/1965
7009;Donnie Iris;DONNIEIRIS;Ah! Leah!;13/12/1980
7010;Donnie Iris;DONNIEIRIS;Sweet Merilee;31/10/1981
7011;Donnie Iris;DONNIEIRIS;Love Is Like A Rock;19/12/1981
7012;Donnie Iris;DONNIEIRIS;My Girl;27/03/1982
7013;Donnie Iris;DONNIEIRIS;Tough World;23/10/1982
7014;Donnie Iris;DONNIEIRIS;Do You Compute?;02/07/1983
7015;Diana Ross;DIANAROSS;Gettin' Ready For Love;05/11/1977
7016;Tony Toni Tone;TONYTONITONE;The Blues;02/06/1990
7017;Tony Toni Tone;TONYTONITONE;Whatever You Want;13/04/1991
7018;Tony Toni Tone;TONYTONITONE;Anniversary;25/09/1993
7019;Tony Toni Tone;TONYTONITONE;Thinking Of You;10/05/1997
7020;Cathy Dennis;CATHYDENNIS;Everybody Move;14/12/1991
7021;Swing Out Sister;SWINGOUTSISTER;Twilight World;19/12/1987
7022;Patty Smyth;PATTYSMYTH;No Mistakes;26/12/1992
7023;Julie Roberts;JULIEROBERTS;Break Down Here;17/07/2004
7024;Shai;SHAI;If I Ever Fall In Love;17/10/1992
7025;George Strait;GEORGESTRAIT;If You Can Do Anything Else;14/04/2001
7026;Elton John;ELTONJOHN;Friends;20/03/1971
7027;Elton John;ELTONJOHN;I Feel Like A Bullet (In The Gun Of Robert Ford);24/01/1976
7028;Elton John;ELTONJOHN;Chloe;25/07/1981
7029;Klique;KLIQUE;Stop Doggin' Me Around;08/10/1983
7030;Ready For The World;READYFORWORLD;Love You Down;29/11/1986
7031;The Impressions;IMPRESSIONS;People Get Ready;13/02/1965
7032;The Cowsills;COWSILLS;In Need Of A Friend;16/03/1968
7033;The Cowsills;COWSILLS;Indian Lake;01/06/1968
7034;The Cowsills;COWSILLS;Poor Baby;14/09/1968
7035;The Cowsills;COWSILLS;Hair;15/03/1969
7036;The Cowsills;COWSILLS;Silver Threads And Golden Needles;11/10/1969
7037;L.T.D.;LTD;Never Get Enough Of Your Love;11/03/1978
7038;Emerson Drive;EMERSONDRIVE;Last One Standing;01/05/2004
7039;Peter Allen;PETERALLEN;Fly Away;10/01/1981
7040;The Isley Brothers;ISLEYBROTHERS;Let's Lay Together (From Don't Be A Menace...);18/05/1996
7041;Keith Washington;KEITHWASHINGTON;Bring It On;07/03/1998
7042;Monifah;MONIFAH;I Miss You (Come Back Home) (From New York Undercover);28/10/1995
7043;Dennis De Young;DENNISDEYOUNG;Don t Wait For Heroes;08/12/1984
7044;Dennis De Young;DENNISDEYOUNG;Desert Moon;08/09/1984
7045;New Edition;NEWEDITION;You re Not My Kind Of Girl;12/11/1988
7046;The Captain And Tennille;CAPTAINANDTENNILLE;The Way I Want To Touch You;27/09/1975
7047;Captain & Tennille;CAPTAINTENNILLE;Shop Around;01/05/1976
7048;Captain & Tennille;CAPTAINTENNILLE;Muskrat Love;25/09/1976
7049;Captain & Tennille;CAPTAINTENNILLE;You Need A Woman Tonight;09/12/1978
7050;Captain & Tennille;CAPTAINTENNILLE;Love On A Shoestring;08/03/1980
7051;Captain & Tennille;CAPTAINTENNILLE;Happy Together (A Fantasy);10/05/1980
7052;The Dells;DELLS;Open Up My Heart;18/04/1970
7053;The Dells;DELLS;My Pretending Days Are Over;06/10/1973
7054;Bobby Bland;BOBBYBLAND;This Time I'm Gone For Good;17/11/1973
7055;Immature;IMMATURE;Please Don't Go;04/05/1996
7056;Mint Condition;MINTCONDITION;You Don't Have To Hurt No More;29/03/1997
7057;Mint Condition;MINTCONDITION;Forever In Your Eyes;27/06/1992
7058;Stephanie Mills;STEPHANIEMILLS;Sweet Sensation;14/06/1980
7059;Loretta Lynn;LORETTALYNN;I Wanna Be Free;24/04/1971
7060;Mulberry Lane;MULBERRYLANE;Harmless;08/05/1999
7061;The Chad Mitchell Trio;CHADMITCHELLTRIO;The Marvelous Toy;30/11/1963
7062;Immature;IMMATURE;Never Lie;30/07/1994
7063;Immature;IMMATURE;Constantly;26/11/1994
7064;Bobby Brown;BOBBYBROWN;Don t Be Cruel;23/07/1988
7065;Tracy Lawrence;TRACYLAWRENCE;Paint Me A Birmingham;03/04/2004
7066;Tracy Lawrence;TRACYLAWRENCE;I See It Now;05/11/1994
7067;Tracy Lawrence;TRACYLAWRENCE;Alibis;17/04/1993
7068;Tracy Lawrence;TRACYLAWRENCE;Lessons Learned;29/01/2000
7069;Barbara Mandrell;BARBARAMANDRELL;Fooled By A Feeling;06/10/1979
7070;Tom T. Hall;TOMTHALL;Me And Jesus;13/05/1972
7071;Tom T. Hall;TOMTHALL;That Song Is Driving Me Crazy;15/06/1974
7072;Carpenters;CARPENTERS;(They Long To Be) Close To You;20/06/1970
7073;Carpenters;CARPENTERS;Hurting Each Other;15/01/1972
7074;Carpenters;CARPENTERS;Yesterday Once More;02/06/1973
7075;Carpenters;CARPENTERS;Please Mr. Postman;23/11/1974
7076;Funky Green Dogs;FUNKYGREENDOGS;Fired Up!;08/02/1997
7077;Stillwater;STILLWATER;Mind Bender;19/11/1977
7078;Teairra Mari;TEAIRRAMARI;Make Her Feel Good;04/06/2005
7079;Maureen McGovern;MAUREENMCGOVERN;We May Never Love Like This Again;25/01/1975
7080;Maureen McGovern;MAUREENMCGOVERN;Give Me A Reason To Be Gone;19/10/1974
7081;Maureen McGovern;MAUREENMCGOVERN;I Won't Last A Day Without You;13/10/1973
7082;Night Ranger;NIGHTRANGER;Goodbye;09/11/1985
7083;Nelson;NELSON;Only Time Will Tell;22/06/1991
7084;Every Mothers' Son;EVERYMOTHERSSON;Come On Down To My Boat;06/05/1967
7085;Joe Nichols;JOENICHOLS;Size Matters (Someday);15/04/2006
7086;Joe Nichols;JOENICHOLS;I'll Wait For You;17/02/2007
7087;The Simon Sisters;SIMONSISTERS;Winkin', Blinkin' And Nod;25/04/1964
7088;Carpenters;CARPENTERS;Rainy Days And Mondays;15/05/1971
7089;Mark Chesnutt;MARKCHESNUTT;I Don t Want To Miss A Thing;19/12/1998
7090;David Ruffin;DAVIDRUFFIN;Everything's Coming Up Love;12/06/1976
7091;Toby Keith;TOBYKEITH;A Little Too Late;03/06/2006
7092;The Left Banke;LEFTBANKE;Pretty Ballerina;07/01/1967
7093;The Left Banke;LEFTBANKE;Desiree';28/10/1967
7094;George Jones;GEORGEJONES;The Race Is On;23/01/1965
7095;Rusted Root;RUSTEDROOT;Send Me On My Way;02/09/1995
7096;E.G. Daily;EGDAILY;Say It, Say It;26/04/1986
7097;Sugarland;SUGARLAND;Baby Girl;11/12/2004
7098;Squeeze;SQUEEZE;853-5937;19/12/1987
7099;Flyleaf;FLYLEAF;All Around Me;12/01/2008
7100;Chingy Featuring Amerie;CHINGY;Fly Like Me;05/01/2008
7101;Saliva;SALIVA;Rest In Pieces;27/09/2003
7102;Positive K;POSITIVEK;I Got A Man;19/12/1992
7103;Ryan Duarte;RYANDUARTE;You;27/12/2003
7104;Jeffrey Osborne;JEFFREYOSBORNE;You Should Be Mine (The Woo Woo Song);24/05/1986
7105;Yvonne Elliman;YVONNEELLIMAN;Moment By Moment;23/12/1978
7106;Walter Brennan;WALTERBRENNAN;Dutchman's Gold;23/04/1960
7107;Gino Vannelli;GINOVANNELLI;Wheels Of Life;17/02/1979
7108;Four Tops;FOURTOPS;Midnight Flower;17/08/1974
7109;Peter Frampton;PETERFRAMPTON;Do You Feel Like We Do;18/09/1976
7110;Jerry Butler;JERRYBUTLER;Ain't Understanding Mellow;11/12/1971
7111;Jerry Butler;JERRYBUTLER;One Night Affair;04/11/1972
7112;Baha Men With Imani Coppola;BAHAMENWITHIMANICOPPOLA;You All Dat;03/02/2001
7113;Lo-Key?;LOKEY;I Got A Thang 4 Ya!;14/11/1992
7114;Solo;SOLO;Heaven;12/08/1995
7115;Nelson;NELSON;After The Rain;03/11/1990
7116;Nelson;NELSON;More Than Ever;09/03/1991
7117;Quincy Jones;QUINCYJONES;Killer Joe;16/05/1970
7118;Switch;SWITCH;There'll Never Be;07/10/1978
7119;Switch;SWITCH;Best Beat In Town;21/07/1979
7120;Switch;SWITCH;I Call Your Name;03/11/1979
7121;Faith Hill;FAITHHILL;Where Are You Christmas?;06/01/2001
7122;Boyz II Men;BOYZIIMEN;I Will Get There;16/01/1999
7123;Mary Jane Girls;MARYJANEGIRLS;Wild And Crazy Love;20/07/1985
7124;Mary Jane Girls;MARYJANEGIRLS;Walk Like A Man (From A Fine Mess);12/07/1986
7125;Vanessa Williams;VANESSAWILLIAMS;The Way That You Love;06/05/1995
7126;Sharon Bryant;SHARONBRYANT;Foolish Heart;16/12/1989
7127;Vesta;VESTA;Congratulations;09/09/1989
7128;Jody Watley;JODYWATLEY;I Want You;30/11/1991
7129;Roger Williams;ROGERWILLIAMS;Maria;09/12/1961
7130;Roger Williams;ROGERWILLIAMS;Born Free;27/08/1966
7131;Roger Williams;ROGERWILLIAMS;The Impossible Dream;13/07/1968
7132;Rene ;RENE;Your Smile;22/03/1986
7133;Sammy Hagar;SAMMYHAGAR;I'll Fall In Love Again;30/01/1982
7134;Pablo Cruise;PABLOCRUISE;Slip Away;17/10/1981
7135;Jr. Walker & The All Stars;JRWALKERALLSTARS;Shoot Your Shot;22/07/1967
7136;Jr. Walker & The All Stars;JRWALKERALLSTARS;Cleo's Back;09/10/1965
7137;Three Dog Night;THREEDOGNIGHT;Celebrate;28/02/1970
7138;Giuffria;GIUFFRIA;Call To The Heart;10/11/1984
7139;The Dramatics;DRAMATICS;Shake It Well;22/10/1977
7140;Sir Douglas Quintet;SIRDOUGLASQUINTET;Mendocino;18/01/1969
7141;Hoku;HOKU;Another Dumb Blonde;19/02/2000
7142;Smokey Robinson;SMOKEYROBINSON;What's Too Much;26/12/1987
7143;Crystal Waters;CRYSTALWATERS;What I Need;04/03/1995
7144;Pat Boone;PATBOONE;Moody River;29/04/1961
7145;Cheech ;CHEECH;Born In East L.A.;21/09/1985
7146;Ta Mara ;TAMARA;Everybody Dance;12/10/1985
7147;Night Ranger;NIGHTRANGER;When You Close Your Eyes;14/07/1984
7148;Head East;HEADEAST;Never Been Any Reason;18/10/1975
7149;Head East;HEADEAST;Love Me Tonight;07/02/1976
7150;Burl Ives;BURLIVES;Mary Ann Regrets;03/11/1962
7151;Burl Ives;BURLIVES;The Same Old Hurt;26/01/1963
7152;Meat Loaf;MEATLOAF;Not A Dry Eye In The House;17/02/1996
7153;Jody Watley;JODYWATLEY;I m The One You Need;07/03/1992
7154;Jody Watley;JODYWATLEY;Your Love Keeps Working On Me;13/11/1993
7155;Night Ranger;NIGHTRANGER;The Secret Of My Success;28/03/1987
7156;Night Ranger;NIGHTRANGER;I Did It For Love;01/10/1988
7157;The Gap Band;GAPBAND;Yearning For Your Love;23/05/1981
7158;Cat Stevens;CATSTEVENS;Two Fine People;19/07/1975
7159;Sting;STING;You Still Touch Me;18/05/1996
7160;Styx;STYX;Music Time;05/05/1984
7161;Olivia Newton-John;OLIVIANEWTONJOHN;I Need Love;18/07/1992
7162;Brian Hyland;BRIANHYLAND;If Mary's There;02/03/1963
7163;Brian Hyland;BRIANHYLAND;The Joker Went Wild;16/07/1966
7164;Brian Hyland;BRIANHYLAND;Run, Run, Look And See;22/10/1966
7165;The McGuire Sisters;MCGUIRESISTERS;Just For Old Time's Sake;11/03/1961
7166;Patti LaBelle;PATTILABELLE;Oh, People;19/07/1986
7167;Seduction;SEDUCTION;Two To Make It Right;11/11/1989
7168;LaTour;LATOUR;People Are Still Having Sex;06/04/1991
7169;Emerson, Lake ;EMERSONLAKE;Touch And Go;21/06/1986
7170;Player;PLAYER;This Time I'm In It For Love;11/03/1978
7171;The Badlees;BADLEES;Angeline Is Coming Home;06/07/1996
7172;Dinah Washington;DINAHWASHINGTON;Tears And Laughter;10/02/1962
7173;Jr. Walker & The All Stars;JRWALKERALLSTARS;Home Cookin;18/01/1969
7174;Jr. Walker & The All Stars;JRWALKERALLSTARS;Do You See My Love (For You Growing);11/07/1970
7175;The Plimsouls;PLIMSOULS;A Million Miles Away;30/07/1983
7176;Hamilton, Joe Frank & Reynolds;HAMILTONJOEFRANKREYNOLDS;Daisy Mae;04/12/1971
7177;Hamilton, Joe Frank & Reynolds;HAMILTONJOEFRANKREYNOLDS;Annabella;28/08/1971
7178;Gene Chandler;GENECHANDLER;Nothing Can Stop Me;17/04/1965
7179;Wes Montgomery;WESMONTGOMERY;Georgia On My Mind;06/07/1968
7180;Steppenwolf;STEPPENWOLF;For Ladies Only;06/11/1971
7181;Jesse Powell;JESSEPOWELL;I Wasn't With It;22/08/1998
7182;Golden Earring;GOLDENEARRING;Candy's Going Bad;19/10/1974
7183;Gene Chandler;GENECHANDLER;Rainbow '65 (Part I);27/11/1965
7184;Gene Chandler, Barbara Acklin;GENECHANDLERBARBARAACKLIN;From The Teacher To The Preacher;19/10/1968
7185;Sammy Hagar;SAMMYHAGAR;Piece Of My Heart;15/05/1982
7186;Jimmy Buffett;JIMMYBUFFETT;It's My Job;21/02/1981
7187;Strawberry Alarm Clock;STRAWBERRYALARMCLOCK;Sit With The Guru;16/03/1968
7188;Strawberry Alarm Clock;STRAWBERRYALARMCLOCK;Tomorrow;30/12/1967
7189;Strawberry Alarm Clock;STRAWBERRYALARMCLOCK;Good Morning Starshine;24/05/1969
7190;Gladys Knight & The Pips;GLADYSKNIGHTPIPS;Love Overboard;09/01/1988
7191;The Diamonds;DIAMONDS;One Summer Night;01/07/1961
7192;Tanya Tucker;TANYATUCKER;Not Fade Away;20/01/1979
7193;The Dells;DELLS;I Wish It Was Me You Loved;06/07/1974
7194;Tanya Blount;TANYABLOUNT;Through The Rain;08/10/1994
7195;Bobby Brown;BOBBYBROWN;Good Enough;17/10/1992
7196;Mama Cass;MAMACASS;It's Getting Better;07/06/1969
7197;4PM;4PM;Sukiyaki;17/09/1994
7198;Jimmy Buffett;JIMMYBUFFETT;Survive;08/03/1980
7199;The Dells;DELLS;I Can't Do Enough;12/04/1969
7200;Animotion;ANIMOTION;Calling It Love;10/06/1989
7201;Animotion;ANIMOTION;I Want You;17/05/1986
7202;Animotion;ANIMOTION;Room To Move;18/02/1989
7203;Ralph Tresvant;RALPHTRESVANT;Sensitivity;03/11/1990
7204;Shawn Phillips;SHAWNPHILLIPS;We;13/01/1973
7205;Peter Gabriel;PETERGABRIEL;In Your Eyes (Theme From Say Anything);30/08/1986
7206;Love Unlimited;LOVEUNLIMITED;I Belong To You;30/11/1974
7207;Donna Summer;DONNASUMMER;Love Has A Mind Of Its Own;14/01/1984
7208;Trixter;TRIXTER;Surrender;08/06/1991
7209;Trixter;TRIXTER;Give It To Me Good;01/12/1990
7210;Tommy Roe;TOMMYROE;Come On;18/01/1964
7211;Tommy Roe;TOMMYROE;Party Girl;05/12/1964
7212;Tommy Roe;TOMMYROE;Sweet Pea;11/06/1966
7213;Tommy Roe;TOMMYROE;We Can Make Music;12/09/1970
7214;Vince Gill;VINCEGILL;Whenever You Come Around;21/05/1994
7215;Randy Travis;RANDYTRAVIS;Out Of My Bones;25/04/1998
7216;Randy Travis;RANDYTRAVIS;Stranger In My Mirror;22/05/1999
7217;Brighter Side Of Darkness;BRIGHTERSIDEOFDARKNESS;Love Jones;09/12/1972
7218;Steve Winwood;STEVEWINWOOD;While You See A Chance;07/02/1981
7219;Steve Winwood;STEVEWINWOOD;Arc Of A Diver;09/05/1981
7220;Clarence Henry;CLARENCEHENRY;On Bended Knees;28/10/1961
7221;Clarence Henry;CLARENCEHENRY;A Little Too Much;13/01/1962
7222;C.W. McCall;CWMCCALL;Wolf Creek Pass;01/02/1975
7223;C.W. McCall;CWMCCALL;There Won't Be No Country Music (There Won't Be No Rock 'N' Roll);27/03/1976
7224;C.W. McCall;CWMCCALL;Old Home Filler-Up An' Keep On-A-Truckin' Cafe;29/06/1974
7225;Sammy Hagar;SAMMYHAGAR;Never Give Up;26/03/1983
7226;Regina;REGINA;Baby Love;21/06/1986
7227;KAI;KAI;Say You ll Stay;20/12/1997
7228;Eddy Arnold;EDDYARNOLD;I Want To Go With You;05/02/1966
7229;Eddy Arnold;EDDYARNOLD;Make The World Go Away;16/10/1965
7230;Eddy Arnold;EDDYARNOLD;What's He Doing In My World;15/05/1965
7231;Spinners;SPINNERS;Together We Can Make Such Sweet Music;12/05/1973
7232;Spinners;SPINNERS;We'll Have It Made;23/01/1971
7233;Wreckx-N-Effect;WRECKXNEFFECT;Knock-N-Boots;20/02/1993
7234;Dennis De Young;DENNISDEYOUNG;This Is The Time;28/06/1986
7235;Dennis De Young;DENNISDEYOUNG;Call Me;15/03/1986
7236;Ike & Tina Turner;IKETINATURNER;The Hunter;02/08/1969
7237;Subway;SUBWAY;Fire;24/06/1995
7238;The Statler Brothers;STATLERBROTHERS;I'll Go To My Grave Loving You;01/11/1975
7239;Belinda Carlisle;BELINDACARLISLE;I Feel The Magic;20/09/1986
7240;Belinda Carlisle;BELINDACARLISLE;Mad About You;17/05/1986
7241;The Alan Parsons Project;ALANPARSONSPROJECT;The Raven;16/10/1976
7242;Shanice Wilson;SHANICEWILSON;(Baby Tell Me) Can You Dance;07/11/1987
7243;Xymox;XYMOX;Imagination;03/03/1990
7244;Soul For Real;SOULFORREAL;Every Little Thing I Do;06/05/1995
7245;Aaron Hall;AARONHALL;All The Places (I Will Kiss You);17/10/1998
7246;Mac Davis;MACDAVIS;Secrets;11/07/1981
7247;Mac Davis;MACDAVIS;Texas In My Rear View Mirror;18/10/1980
7248;Case ;CASE;Faded Pictures;26/12/1998
7249;Jordan Knight;JORDANKNIGHT;Give It To You;03/04/1999
7250;Dinah Washington;DINAHWASHINGTON;We Have Love;24/12/1960
7251;Jack Jones;JACKJONES;Lollipops And Roses;03/03/1962
7252;Jack Jones;JACKJONES;Love With The Proper Stranger;15/02/1964
7253;Jack Jones;JACKJONES;A Day In The Life Of A Fool;29/10/1966
7254;Jack Jones;JACKJONES;The Impossible Dream (The Quest);04/06/1966
7255;Myron;MYRON;We Can Get Down;06/09/1997
7256;Myron;MYRON;Destiny;18/07/1998
7257;Ramsey Lewis;RAMSEYLEWIS;Since You've Been Gone;31/08/1968
7258;Lesley Gore;LESLEYGORE;Brink Of Disaster;21/10/1967
7259;Four Tops;FOURTOPS;Sad Hearts;28/08/1982
7260;Louis Prima & Keely Smith;LOUISPRIMAKEELYSMITH;Wonderland By Night;12/11/1960
7261;Leon Haywood;LEONHAYWOOD;Believe Half Of What You See (And None Of What You Hear);08/02/1975
7262;Bo Donaldson & The Heywoods;BODONALDSONHEYWOODS;Billy, Don't Be A Hero;20/04/1974
7263;Joe Walsh;JOEWALSH;Turn To Stone;01/03/1975
7264;Golden Earring;GOLDENEARRING;Twilight Zone;27/11/1982
7265;Bobby Bland;BOBBYBLAND;Call On Me;05/01/1963
7266;Jay-Z Featuring Amil (Of Major Coinz) & Ja;JAYZ;Can I Get A...;03/10/1998
7267;The Dells;DELLS;The Glory Of Love;06/02/1971
7268;The Dells;DELLS;Long Lonely Nights;18/07/1970
7269;Lighter Shade Of Brown;LIGHTERSHADEOFBROWN;Hey D.J. (From Mi Vida Loca);19/02/1994
7270;Animotion;ANIMOTION;Let Him Go;01/06/1985
7271;Animotion;ANIMOTION;I Engineer;08/03/1986
7272;Suga Free;SUGAFREE;If U Stay Ready;24/05/1997
7273;The Righteous Brothers;RIGHTEOUSBROTHERS;He Will Break Your Heart;04/06/1966
7274;Janis Ian;JANISIAN;Society's Child (Baby I've Been Thinking);27/05/1967
7275;Tiffany;TIFFANY;Feelings Of Forever;11/06/1988
7276;Tiffany;TIFFANY;I Saw Him Standing There;27/02/1988
7277;Martin Page;MARTINPAGE;Keeper Of The Flame;19/08/1995
7278;Lesley Gore;LESLEYGORE;Young Love;26/03/1966
7279;Solo;SOLO;Touch Me;12/09/1998
7280;Immature;IMMATURE;I'm Not A Fool;13/09/1997
7281;Paul Young;PAULYOUNG;What Becomes Of The Brokenhearted;01/02/1992
